date,county,state,fips,cases,deaths
1/25/2020,Orange,California,6059,1,0
1/26/2020,Los Angeles,California,6037,1,0
1/26/2020,Orange,California,6059,1,0
1/27/2020,Los Angeles,California,6037,1,0
1/27/2020,Orange,California,6059,1,0
1/28/2020,Los Angeles,California,6037,1,0
1/28/2020,Orange,California,6059,1,0
1/29/2020,Los Angeles,California,6037,1,0
1/29/2020,Orange,California,6059,1,0
1/30/2020,Los Angeles,California,6037,1,0
1/30/2020,Orange,California,6059,1,0
1/31/2020,Los Angeles,California,6037,1,0
1/31/2020,Orange,California,6059,1,0
1/31/2020,Santa Clara,California,6085,1,0
2/1/2020,Los Angeles,California,6037,1,0
2/1/2020,Orange,California,6059,1,0
2/1/2020,Santa Clara,California,6085,1,0
2/2/2020,Los Angeles,California,6037,1,0
2/2/2020,Orange,California,6059,1,0
2/2/2020,San Francisco,California,6075,2,0
2/2/2020,Santa Clara,California,6085,2,0
2/3/2020,Los Angeles,California,6037,1,0
2/3/2020,Orange,California,6059,1,0
2/3/2020,San Francisco,California,6075,2,0
2/3/2020,Santa Clara,California,6085,2,0
2/4/2020,Los Angeles,California,6037,1,0
2/4/2020,Orange,California,6059,1,0
2/4/2020,San Francisco,California,6075,2,0
2/4/2020,Santa Clara,California,6085,2,0
2/5/2020,Los Angeles,California,6037,1,0
2/5/2020,Orange,California,6059,1,0
2/5/2020,San Francisco,California,6075,2,0
2/5/2020,Santa Clara,California,6085,2,0
2/6/2020,Los Angeles,California,6037,1,0
2/6/2020,Orange,California,6059,1,0
2/6/2020,San Francisco,California,6075,2,0
2/6/2020,Santa Clara,California,6085,2,0
2/7/2020,Los Angeles,California,6037,1,0
2/7/2020,Orange,California,6059,1,0
2/7/2020,San Francisco,California,6075,2,0
2/7/2020,Santa Clara,California,6085,2,0
2/8/2020,Los Angeles,California,6037,1,0
2/8/2020,Orange,California,6059,1,0
2/8/2020,San Francisco,California,6075,2,0
2/8/2020,Santa Clara,California,6085,2,0
2/9/2020,Los Angeles,California,6037,1,0
2/9/2020,Orange,California,6059,1,0
2/9/2020,San Francisco,California,6075,2,0
2/9/2020,Santa Clara,California,6085,2,0
2/10/2020,Los Angeles,California,6037,1,0
2/10/2020,Orange,California,6059,1,0
2/10/2020,San Diego,California,6073,1,0
2/10/2020,San Francisco,California,6075,2,0
2/10/2020,Santa Clara,California,6085,2,0
2/11/2020,Los Angeles,California,6037,1,0
2/11/2020,Orange,California,6059,1,0
2/11/2020,San Diego,California,6073,1,0
2/11/2020,San Francisco,California,6075,2,0
2/11/2020,Santa Clara,California,6085,2,0
2/12/2020,Los Angeles,California,6037,1,0
2/12/2020,Orange,California,6059,1,0
2/12/2020,San Diego,California,6073,1,0
2/12/2020,San Francisco,California,6075,2,0
2/12/2020,Santa Clara,California,6085,2,0
2/13/2020,Los Angeles,California,6037,1,0
2/13/2020,Orange,California,6059,1,0
2/13/2020,San Diego,California,6073,1,0
2/13/2020,San Francisco,California,6075,2,0
2/13/2020,Santa Clara,California,6085,2,0
2/14/2020,Los Angeles,California,6037,1,0
2/14/2020,Orange,California,6059,1,0
2/14/2020,San Diego,California,6073,1,0
2/14/2020,San Francisco,California,6075,2,0
2/14/2020,Santa Clara,California,6085,2,0
2/15/2020,Los Angeles,California,6037,1,0
2/15/2020,Orange,California,6059,1,0
2/15/2020,San Diego,California,6073,1,0
2/15/2020,San Francisco,California,6075,2,0
2/15/2020,Santa Clara,California,6085,2,0
2/16/2020,Los Angeles,California,6037,1,0
2/16/2020,Orange,California,6059,1,0
2/16/2020,San Diego,California,6073,1,0
2/16/2020,San Francisco,California,6075,2,0
2/16/2020,Santa Clara,California,6085,2,0
2/17/2020,Los Angeles,California,6037,1,0
2/17/2020,Orange,California,6059,1,0
2/17/2020,San Diego,California,6073,1,0
2/17/2020,San Francisco,California,6075,2,0
2/17/2020,Santa Clara,California,6085,2,0
2/18/2020,Los Angeles,California,6037,1,0
2/18/2020,Orange,California,6059,1,0
2/18/2020,San Diego,California,6073,1,0
2/18/2020,San Francisco,California,6075,2,0
2/18/2020,Santa Clara,California,6085,2,0
2/19/2020,Los Angeles,California,6037,1,0
2/19/2020,Orange,California,6059,1,0
2/19/2020,San Diego,California,6073,1,0
2/19/2020,San Francisco,California,6075,2,0
2/19/2020,Santa Clara,California,6085,2,0
2/20/2020,Humboldt,California,6023,1,0
2/20/2020,Los Angeles,California,6037,1,0
2/20/2020,Orange,California,6059,1,0
2/20/2020,San Diego,California,6073,1,0
2/20/2020,San Francisco,California,6075,2,0
2/20/2020,Santa Clara,California,6085,2,0
2/21/2020,Humboldt,California,6023,1,0
2/21/2020,Los Angeles,California,6037,1,0
2/21/2020,Orange,California,6059,1,0
2/21/2020,Sacramento,California,6067,1,0
2/21/2020,San Diego,California,6073,1,0
2/21/2020,San Francisco,California,6075,2,0
2/21/2020,Santa Clara,California,6085,2,0
2/22/2020,Humboldt,California,6023,1,0
2/22/2020,Los Angeles,California,6037,1,0
2/22/2020,Orange,California,6059,1,0
2/22/2020,Sacramento,California,6067,1,0
2/22/2020,San Diego,California,6073,1,0
2/22/2020,San Francisco,California,6075,2,0
2/22/2020,Santa Clara,California,6085,2,0
2/23/2020,Humboldt,California,6023,1,0
2/23/2020,Los Angeles,California,6037,1,0
2/23/2020,Orange,California,6059,1,0
2/23/2020,Sacramento,California,6067,1,0
2/23/2020,San Diego,California,6073,1,0
2/23/2020,San Francisco,California,6075,2,0
2/23/2020,Santa Clara,California,6085,2,0
2/24/2020,Humboldt,California,6023,1,0
2/24/2020,Los Angeles,California,6037,1,0
2/24/2020,Orange,California,6059,1,0
2/24/2020,Sacramento,California,6067,1,0
2/24/2020,San Diego,California,6073,1,0
2/24/2020,San Francisco,California,6075,3,0
2/24/2020,Santa Clara,California,6085,2,0
2/24/2020,Solano,California,6095,1,0
2/25/2020,Humboldt,California,6023,1,0
2/25/2020,Los Angeles,California,6037,1,0
2/25/2020,Orange,California,6059,1,0
2/25/2020,Sacramento,California,6067,1,0
2/25/2020,San Diego,California,6073,1,0
2/25/2020,San Francisco,California,6075,3,0
2/25/2020,Santa Clara,California,6085,2,0
2/25/2020,Solano,California,6095,1,0
2/26/2020,Humboldt,California,6023,1,0
2/26/2020,Los Angeles,California,6037,1,0
2/26/2020,Marin,California,6041,1,0
2/26/2020,Napa,California,6055,1,0
2/26/2020,Orange,California,6059,1,0
2/26/2020,Sacramento,California,6067,3,0
2/26/2020,San Diego,California,6073,1,0
2/26/2020,San Francisco,California,6075,3,0
2/26/2020,Santa Clara,California,6085,2,0
2/26/2020,Solano,California,6095,11,0
2/26/2020,Sonoma,California,6097,1,0
2/27/2020,Humboldt,California,6023,1,0
2/27/2020,Los Angeles,California,6037,1,0
2/27/2020,Marin,California,6041,1,0
2/27/2020,Napa,California,6055,1,0
2/27/2020,Orange,California,6059,1,0
2/27/2020,Sacramento,California,6067,3,0
2/27/2020,San Diego,California,6073,1,0
2/27/2020,San Francisco,California,6075,3,0
2/27/2020,Santa Clara,California,6085,2,0
2/27/2020,Solano,California,6095,11,0
2/27/2020,Sonoma,California,6097,1,0
2/28/2020,Humboldt,California,6023,1,0
2/28/2020,Los Angeles,California,6037,1,0
2/28/2020,Marin,California,6041,1,0
2/28/2020,Napa,California,6055,1,0
2/28/2020,Orange,California,6059,1,0
2/28/2020,Sacramento,California,6067,3,0
2/28/2020,San Diego,California,6073,1,0
2/28/2020,San Francisco,California,6075,3,0
2/28/2020,Santa Clara,California,6085,3,0
2/28/2020,Solano,California,6095,11,0
2/28/2020,Sonoma,California,6097,1,0
2/29/2020,Humboldt,California,6023,1,0
2/29/2020,Los Angeles,California,6037,1,0
2/29/2020,Marin,California,6041,1,0
2/29/2020,Napa,California,6055,1,0
2/29/2020,Orange,California,6059,1,0
2/29/2020,Sacramento,California,6067,3,0
2/29/2020,San Diego,California,6073,1,0
2/29/2020,San Francisco,California,6075,3,0
2/29/2020,Santa Clara,California,6085,4,0
2/29/2020,Solano,California,6095,11,0
2/29/2020,Sonoma,California,6097,1,0
3/1/2020,Alameda,California,6001,1,0
3/1/2020,Humboldt,California,6023,1,0
3/1/2020,Los Angeles,California,6037,1,0
3/1/2020,Marin,California,6041,1,0
3/1/2020,Napa,California,6055,1,0
3/1/2020,Orange,California,6059,1,0
3/1/2020,Sacramento,California,6067,3,0
3/1/2020,San Diego,California,6073,1,0
3/1/2020,San Francisco,California,6075,3,0
3/1/2020,Santa Clara,California,6085,7,0
3/1/2020,Solano,California,6095,12,0
3/1/2020,Sonoma,California,6097,1,0
3/2/2020,Alameda,California,6001,1,0
3/2/2020,Humboldt,California,6023,1,0
3/2/2020,Los Angeles,California,6037,1,0
3/2/2020,Marin,California,6041,1,0
3/2/2020,Napa,California,6055,1,0
3/2/2020,Orange,California,6059,1,0
3/2/2020,Placer,California,6061,1,0
3/2/2020,Sacramento,California,6067,3,0
3/2/2020,San Diego,California,6073,1,0
3/2/2020,San Francisco,California,6075,3,0
3/2/2020,San Mateo,California,6081,1,0
3/2/2020,Santa Clara,California,6085,9,0
3/2/2020,Solano,California,6095,12,0
3/2/2020,Sonoma,California,6097,2,0
3/3/2020,Alameda,California,6001,2,0
3/3/2020,Contra Costa,California,6013,1,0
3/3/2020,Humboldt,California,6023,1,0
3/3/2020,Los Angeles,California,6037,1,0
3/3/2020,Marin,California,6041,1,0
3/3/2020,Napa,California,6055,1,0
3/3/2020,Orange,California,6059,3,0
3/3/2020,Placer,California,6061,2,0
3/3/2020,Sacramento,California,6067,3,0
3/3/2020,San Diego,California,6073,1,0
3/3/2020,San Francisco,California,6075,3,0
3/3/2020,San Mateo,California,6081,1,0
3/3/2020,Santa Clara,California,6085,11,0
3/3/2020,Solano,California,6095,12,0
3/3/2020,Sonoma,California,6097,2,0
3/4/2020,Alameda,California,6001,2,0
3/4/2020,Contra Costa,California,6013,1,0
3/4/2020,Humboldt,California,6023,1,0
3/4/2020,Los Angeles,California,6037,7,0
3/4/2020,Marin,California,6041,1,0
3/4/2020,Napa,California,6055,1,0
3/4/2020,Orange,California,6059,3,0
3/4/2020,Placer,California,6061,2,1
3/4/2020,Sacramento,California,6067,3,0
3/4/2020,San Diego,California,6073,1,0
3/4/2020,San Francisco,California,6075,3,0
3/4/2020,San Mateo,California,6081,1,0
3/4/2020,Santa Clara,California,6085,14,0
3/4/2020,Solano,California,6095,12,0
3/4/2020,Sonoma,California,6097,3,0
3/5/2020,Alameda,California,6001,2,0
3/5/2020,Contra Costa,California,6013,1,0
3/5/2020,Humboldt,California,6023,1,0
3/5/2020,Los Angeles,California,6037,11,0
3/5/2020,Marin,California,6041,1,0
3/5/2020,Napa,California,6055,1,0
3/5/2020,Orange,California,6059,3,0
3/5/2020,Placer,California,6061,2,1
3/5/2020,Sacramento,California,6067,3,0
3/5/2020,San Diego,California,6073,1,0
3/5/2020,San Francisco,California,6075,5,0
3/5/2020,San Mateo,California,6081,1,0
3/5/2020,Santa Clara,California,6085,20,0
3/5/2020,Solano,California,6095,12,0
3/5/2020,Sonoma,California,6097,3,0
3/6/2020,Alameda,California,6001,3,0
3/6/2020,Contra Costa,California,6013,4,0
3/6/2020,Humboldt,California,6023,1,0
3/6/2020,Los Angeles,California,6037,13,0
3/6/2020,Marin,California,6041,1,0
3/6/2020,Napa,California,6055,1,0
3/6/2020,Orange,California,6059,3,0
3/6/2020,Placer,California,6061,5,1
3/6/2020,Sacramento,California,6067,3,0
3/6/2020,San Diego,California,6073,1,0
3/6/2020,San Francisco,California,6075,5,0
3/6/2020,San Mateo,California,6081,1,0
3/6/2020,Santa Clara,California,6085,24,0
3/6/2020,Solano,California,6095,12,0
3/6/2020,Sonoma,California,6097,3,0
3/6/2020,Yolo,California,6113,1,0
3/7/2020,Alameda,California,6001,3,0
3/7/2020,Contra Costa,California,6013,4,0
3/7/2020,Fresno,California,6019,1,0
3/7/2020,Humboldt,California,6023,1,0
3/7/2020,Los Angeles,California,6037,14,0
3/7/2020,Madera,California,6039,1,0
3/7/2020,Marin,California,6041,1,0
3/7/2020,Napa,California,6055,1,0
3/7/2020,Orange,California,6059,3,0
3/7/2020,Placer,California,6061,5,1
3/7/2020,Riverside,California,6065,1,0
3/7/2020,Sacramento,California,6067,3,0
3/7/2020,San Diego,California,6073,1,0
3/7/2020,San Francisco,California,6075,11,0
3/7/2020,San Mateo,California,6081,1,0
3/7/2020,Santa Clara,California,6085,32,0
3/7/2020,Santa Cruz,California,6087,1,0
3/7/2020,Solano,California,6095,12,0
3/7/2020,Sonoma,California,6097,3,0
3/7/2020,Yolo,California,6113,1,0
3/8/2020,Alameda,California,6001,3,0
3/8/2020,Contra Costa,California,6013,9,0
3/8/2020,Fresno,California,6019,1,0
3/8/2020,Humboldt,California,6023,1,0
3/8/2020,Los Angeles,California,6037,14,0
3/8/2020,Madera,California,6039,1,0
3/8/2020,Marin,California,6041,1,0
3/8/2020,Napa,California,6055,1,0
3/8/2020,Orange,California,6059,3,0
3/8/2020,Placer,California,6061,7,1
3/8/2020,Riverside,California,6065,1,0
3/8/2020,Sacramento,California,6067,3,0
3/8/2020,San Diego,California,6073,1,0
3/8/2020,San Francisco,California,6075,11,0
3/8/2020,San Mateo,California,6081,1,0
3/8/2020,Santa Clara,California,6085,37,0
3/8/2020,Santa Cruz,California,6087,1,0
3/8/2020,Solano,California,6095,12,0
3/8/2020,Sonoma,California,6097,3,0
3/8/2020,Yolo,California,6113,1,0
3/9/2020,Alameda,California,6001,24,0
3/9/2020,Contra Costa,California,6013,9,0
3/9/2020,Fresno,California,6019,1,0
3/9/2020,Humboldt,California,6023,1,0
3/9/2020,Los Angeles,California,6037,19,0
3/9/2020,Madera,California,6039,1,0
3/9/2020,Marin,California,6041,2,0
3/9/2020,Napa,California,6055,1,0
3/9/2020,Orange,California,6059,5,0
3/9/2020,Placer,California,6061,7,1
3/9/2020,Riverside,California,6065,4,0
3/9/2020,Sacramento,California,6067,9,0
3/9/2020,San Diego,California,6073,2,0
3/9/2020,San Francisco,California,6075,16,0
3/9/2020,San Mateo,California,6081,9,0
3/9/2020,Santa Clara,California,6085,43,1
3/9/2020,Santa Cruz,California,6087,2,0
3/9/2020,Shasta,California,6089,1,0
3/9/2020,Solano,California,6095,12,0
3/9/2020,Sonoma,California,6097,3,0
3/9/2020,Yolo,California,6113,1,0
3/10/2020,Alameda,California,6001,25,0
3/10/2020,Contra Costa,California,6013,9,0
3/10/2020,Fresno,California,6019,1,0
3/10/2020,Humboldt,California,6023,1,0
3/10/2020,Los Angeles,California,6037,20,0
3/10/2020,Madera,California,6039,1,0
3/10/2020,Marin,California,6041,2,0
3/10/2020,Napa,California,6055,1,0
3/10/2020,Orange,California,6059,5,0
3/10/2020,Placer,California,6061,7,1
3/10/2020,Riverside,California,6065,4,0
3/10/2020,Sacramento,California,6067,9,1
3/10/2020,San Diego,California,6073,2,0
3/10/2020,San Francisco,California,6075,17,0
3/10/2020,San Joaquin,California,6077,1,0
3/10/2020,San Mateo,California,6081,9,0
3/10/2020,Santa Clara,California,6085,45,1
3/10/2020,Santa Cruz,California,6087,2,0
3/10/2020,Shasta,California,6089,1,0
3/10/2020,Solano,California,6095,12,0
3/10/2020,Sonoma,California,6097,3,0
3/10/2020,Ventura,California,6111,1,0
3/10/2020,Yolo,California,6113,1,0
3/11/2020,Alameda,California,6001,25,0
3/11/2020,Contra Costa,California,6013,9,0
3/11/2020,Fresno,California,6019,1,0
3/11/2020,Humboldt,California,6023,1,0
3/11/2020,Los Angeles,California,6037,28,1
3/11/2020,Madera,California,6039,1,0
3/11/2020,Marin,California,6041,4,0
3/11/2020,Napa,California,6055,1,0
3/11/2020,Orange,California,6059,6,0
3/11/2020,Placer,California,6061,7,1
3/11/2020,Riverside,California,6065,4,0
3/11/2020,Sacramento,California,6067,9,1
3/11/2020,San Diego,California,6073,2,0
3/11/2020,San Francisco,California,6075,17,0
3/11/2020,San Joaquin,California,6077,1,0
3/11/2020,San Mateo,California,6081,15,0
3/11/2020,Santa Clara,California,6085,48,1
3/11/2020,Santa Cruz,California,6087,2,0
3/11/2020,Shasta,California,6089,1,0
3/11/2020,Solano,California,6095,12,0
3/11/2020,Sonoma,California,6097,3,0
3/11/2020,Stanislaus,California,6099,2,0
3/11/2020,Ventura,California,6111,2,0
3/11/2020,Yolo,California,6113,1,0
3/12/2020,Alameda,California,6001,29,0
3/12/2020,Contra Costa,California,6013,9,0
3/12/2020,Fresno,California,6019,1,0
3/12/2020,Humboldt,California,6023,1,0
3/12/2020,Los Angeles,California,6037,32,1
3/12/2020,Madera,California,6039,1,0
3/12/2020,Marin,California,6041,4,0
3/12/2020,Napa,California,6055,1,0
3/12/2020,Orange,California,6059,6,0
3/12/2020,Placer,California,6061,7,1
3/12/2020,Riverside,California,6065,6,0
3/12/2020,Sacramento,California,6067,16,1
3/12/2020,San Diego,California,6073,5,0
3/12/2020,San Francisco,California,6075,21,0
3/12/2020,San Joaquin,California,6077,3,0
3/12/2020,San Mateo,California,6081,20,0
3/12/2020,Santa Clara,California,6085,66,1
3/12/2020,Santa Cruz,California,6087,2,0
3/12/2020,Shasta,California,6089,1,0
3/12/2020,Solano,California,6095,12,0
3/12/2020,Sonoma,California,6097,3,0
3/12/2020,Stanislaus,California,6099,2,0
3/12/2020,Tulare,California,6107,1,0
3/12/2020,Ventura,California,6111,2,0
3/12/2020,Yolo,California,6113,1,0
3/13/2020,Alameda,California,6001,29,0
3/13/2020,Contra Costa,California,6013,25,0
3/13/2020,Fresno,California,6019,1,0
3/13/2020,Humboldt,California,6023,1,0
3/13/2020,Los Angeles,California,6037,40,1
3/13/2020,Madera,California,6039,1,0
3/13/2020,Marin,California,6041,4,0
3/13/2020,Napa,California,6055,1,0
3/13/2020,Orange,California,6059,13,0
3/13/2020,Placer,California,6061,7,1
3/13/2020,Riverside,California,6065,10,0
3/13/2020,Sacramento,California,6067,16,1
3/13/2020,San Benito,California,6069,1,0
3/13/2020,San Diego,California,6073,9,0
3/13/2020,San Francisco,California,6075,26,0
3/13/2020,San Joaquin,California,6077,8,0
3/13/2020,San Mateo,California,6081,20,0
3/13/2020,Santa Clara,California,6085,79,2
3/13/2020,Santa Cruz,California,6087,2,0
3/13/2020,Shasta,California,6089,1,0
3/13/2020,Solano,California,6095,12,0
3/13/2020,Sonoma,California,6097,3,0
3/13/2020,Stanislaus,California,6099,2,0
3/13/2020,Tulare,California,6107,2,0
3/13/2020,Ventura,California,6111,5,0
3/13/2020,Yolo,California,6113,2,0
3/14/2020,Alameda,California,6001,29,0
3/14/2020,Contra Costa,California,6013,25,0
3/14/2020,Fresno,California,6019,2,0
3/14/2020,Humboldt,California,6023,1,0
3/14/2020,Los Angeles,California,6037,53,1
3/14/2020,Madera,California,6039,1,0
3/14/2020,Marin,California,6041,4,0
3/14/2020,Napa,California,6055,1,0
3/14/2020,Orange,California,6059,14,0
3/14/2020,Placer,California,6061,8,1
3/14/2020,Riverside,California,6065,10,0
3/14/2020,Sacramento,California,6067,28,1
3/14/2020,San Benito,California,6069,1,0
3/14/2020,San Diego,California,6073,10,0
3/14/2020,San Francisco,California,6075,31,0
3/14/2020,San Joaquin,California,6077,8,0
3/14/2020,San Luis Obispo,California,6079,1,0
3/14/2020,San Mateo,California,6081,32,0
3/14/2020,Santa Clara,California,6085,91,2
3/14/2020,Santa Cruz,California,6087,2,0
3/14/2020,Shasta,California,6089,1,0
3/14/2020,Solano,California,6095,12,0
3/14/2020,Sonoma,California,6097,4,0
3/14/2020,Stanislaus,California,6099,2,0
3/14/2020,Tulare,California,6107,3,0
3/14/2020,Ventura,California,6111,5,0
3/14/2020,Yolo,California,6113,2,0
3/15/2020,Alameda,California,6001,37,0
3/15/2020,Contra Costa,California,6013,25,0
3/15/2020,Fresno,California,6019,2,0
3/15/2020,Humboldt,California,6023,1,0
3/15/2020,Los Angeles,California,6037,69,1
3/15/2020,Madera,California,6039,1,0
3/15/2020,Marin,California,6041,4,0
3/15/2020,Napa,California,6055,1,0
3/15/2020,Orange,California,6059,17,0
3/15/2020,Placer,California,6061,8,1
3/15/2020,Riverside,California,6065,12,0
3/15/2020,Sacramento,California,6067,32,1
3/15/2020,San Benito,California,6069,1,0
3/15/2020,San Bernardino,California,6071,1,0
3/15/2020,San Diego,California,6073,40,0
3/15/2020,San Francisco,California,6075,37,0
3/15/2020,San Joaquin,California,6077,8,0
3/15/2020,San Luis Obispo,California,6079,2,0
3/15/2020,San Mateo,California,6081,32,1
3/15/2020,Santa Barbara,California,6083,1,0
3/15/2020,Santa Clara,California,6085,114,2
3/15/2020,Santa Cruz,California,6087,2,0
3/15/2020,Shasta,California,6089,1,0
3/15/2020,Solano,California,6095,13,0
3/15/2020,Sonoma,California,6097,5,0
3/15/2020,Stanislaus,California,6099,2,0
3/15/2020,Tulare,California,6107,3,0
3/15/2020,Ventura,California,6111,5,0
3/15/2020,Yolo,California,6113,2,0
3/16/2020,Alameda,California,6001,40,0
3/16/2020,Contra Costa,California,6013,34,0
3/16/2020,Fresno,California,6019,2,0
3/16/2020,Humboldt,California,6023,1,0
3/16/2020,Los Angeles,California,6037,94,1
3/16/2020,Madera,California,6039,1,0
3/16/2020,Marin,California,6041,4,0
3/16/2020,Napa,California,6055,1,0
3/16/2020,Nevada,California,6057,1,0
3/16/2020,Orange,California,6059,22,0
3/16/2020,Placer,California,6061,8,1
3/16/2020,Riverside,California,6065,14,2
3/16/2020,Sacramento,California,6067,32,2
3/16/2020,San Benito,California,6069,1,0
3/16/2020,San Bernardino,California,6071,2,0
3/16/2020,San Diego,California,6073,56,0
3/16/2020,San Francisco,California,6075,43,0
3/16/2020,San Joaquin,California,6077,9,0
3/16/2020,San Luis Obispo,California,6079,3,0
3/16/2020,San Mateo,California,6081,42,1
3/16/2020,Santa Barbara,California,6083,1,0
3/16/2020,Santa Clara,California,6085,138,4
3/16/2020,Santa Cruz,California,6087,2,0
3/16/2020,Shasta,California,6089,1,0
3/16/2020,Solano,California,6095,15,0
3/16/2020,Sonoma,California,6097,8,0
3/16/2020,Stanislaus,California,6099,3,0
3/16/2020,Tulare,California,6107,3,0
3/16/2020,Ventura,California,6111,5,0
3/16/2020,Yolo,California,6113,2,0
3/17/2020,Alameda,California,6001,49,0
3/17/2020,Contra Costa,California,6013,34,0
3/17/2020,Fresno,California,6019,2,0
3/17/2020,Humboldt,California,6023,1,0
3/17/2020,Kern,California,6029,1,0
3/17/2020,Los Angeles,California,6037,144,1
3/17/2020,Madera,California,6039,1,0
3/17/2020,Marin,California,6041,4,0
3/17/2020,Monterey,California,6053,2,0
3/17/2020,Napa,California,6055,1,0
3/17/2020,Nevada,California,6057,1,0
3/17/2020,Orange,California,6059,29,0
3/17/2020,Placer,California,6061,8,1
3/17/2020,Riverside,California,6065,16,3
3/17/2020,Sacramento,California,6067,39,2
3/17/2020,San Benito,California,6069,2,1
3/17/2020,San Bernardino,California,6071,3,0
3/17/2020,San Diego,California,6073,61,0
3/17/2020,San Francisco,California,6075,46,0
3/17/2020,San Joaquin,California,6077,13,0
3/17/2020,San Luis Obispo,California,6079,6,0
3/17/2020,San Mateo,California,6081,64,1
3/17/2020,Santa Barbara,California,6083,2,0
3/17/2020,Santa Clara,California,6085,155,5
3/17/2020,Santa Cruz,California,6087,2,0
3/17/2020,Shasta,California,6089,1,0
3/17/2020,Solano,California,6095,15,0
3/17/2020,Sonoma,California,6097,9,0
3/17/2020,Stanislaus,California,6099,4,0
3/17/2020,Tulare,California,6107,3,0
3/17/2020,Ventura,California,6111,10,0
3/17/2020,Yolo,California,6113,4,0
3/18/2020,Alameda,California,6001,53,0
3/18/2020,Contra Costa,California,6013,41,0
3/18/2020,Fresno,California,6019,4,0
3/18/2020,Humboldt,California,6023,1,0
3/18/2020,Kern,California,6029,1,0
3/18/2020,Los Angeles,California,6037,190,1
3/18/2020,Madera,California,6039,1,0
3/18/2020,Marin,California,6041,16,0
3/18/2020,Mendocino,California,6045,1,0
3/18/2020,Monterey,California,6053,2,0
3/18/2020,Napa,California,6055,1,0
3/18/2020,Nevada,California,6057,1,0
3/18/2020,Orange,California,6059,42,0
3/18/2020,Placer,California,6061,9,1
3/18/2020,Riverside,California,6065,16,3
3/18/2020,Sacramento,California,6067,39,2
3/18/2020,San Benito,California,6069,5,1
3/18/2020,San Bernardino,California,6071,5,0
3/18/2020,San Diego,California,6073,81,0
3/18/2020,San Francisco,California,6075,51,0
3/18/2020,San Joaquin,California,6077,14,2
3/18/2020,San Luis Obispo,California,6079,7,0
3/18/2020,San Mateo,California,6081,80,1
3/18/2020,Santa Barbara,California,6083,2,0
3/18/2020,Santa Clara,California,6085,175,6
3/18/2020,Santa Cruz,California,6087,2,0
3/18/2020,Shasta,California,6089,1,0
3/18/2020,Solano,California,6095,15,0
3/18/2020,Sonoma,California,6097,9,0
3/18/2020,Stanislaus,California,6099,5,0
3/18/2020,Tulare,California,6107,5,0
3/18/2020,Ventura,California,6111,13,0
3/18/2020,Yolo,California,6113,5,0
3/19/2020,Alameda,California,6001,57,0
3/19/2020,Contra Costa,California,6013,42,0
3/19/2020,Fresno,California,6019,4,0
3/19/2020,Humboldt,California,6023,1,0
3/19/2020,Kern,California,6029,2,0
3/19/2020,Los Angeles,California,6037,231,2
3/19/2020,Madera,California,6039,3,0
3/19/2020,Marin,California,6041,25,0
3/19/2020,Mendocino,California,6045,1,0
3/19/2020,Monterey,California,6053,2,0
3/19/2020,Napa,California,6055,1,0
3/19/2020,Nevada,California,6057,1,0
3/19/2020,Orange,California,6059,53,0
3/19/2020,Placer,California,6061,9,1
3/19/2020,Riverside,California,6065,22,3
3/19/2020,Sacramento,California,6067,44,3
3/19/2020,San Benito,California,6069,5,1
3/19/2020,San Bernardino,California,6071,5,0
3/19/2020,San Diego,California,6073,105,0
3/19/2020,San Francisco,California,6075,73,0
3/19/2020,San Joaquin,California,6077,17,2
3/19/2020,San Luis Obispo,California,6079,13,0
3/19/2020,San Mateo,California,6081,89,1
3/19/2020,Santa Barbara,California,6083,8,0
3/19/2020,Santa Clara,California,6085,189,6
3/19/2020,Santa Cruz,California,6087,2,0
3/19/2020,Shasta,California,6089,1,0
3/19/2020,Solano,California,6095,15,0
3/19/2020,Sonoma,California,6097,11,0
3/19/2020,Stanislaus,California,6099,5,0
3/19/2020,Tulare,California,6107,7,0
3/19/2020,Ventura,California,6111,19,0
3/19/2020,Yolo,California,6113,5,0
3/20/2020,Alameda,California,6001,67,0
3/20/2020,Amador,California,6005,1,0
3/20/2020,Contra Costa,California,6013,46,1
3/20/2020,Fresno,California,6019,10,0
3/20/2020,Humboldt,California,6023,2,0
3/20/2020,Imperial,California,6025,4,0
3/20/2020,Kern,California,6029,2,0
3/20/2020,Los Angeles,California,6037,292,2
3/20/2020,Madera,California,6039,3,0
3/20/2020,Marin,California,6041,38,0
3/20/2020,Mendocino,California,6045,1,0
3/20/2020,Monterey,California,6053,5,0
3/20/2020,Napa,California,6055,1,0
3/20/2020,Nevada,California,6057,1,0
3/20/2020,Orange,California,6059,65,0
3/20/2020,Placer,California,6061,9,1
3/20/2020,Riverside,California,6065,28,4
3/20/2020,Sacramento,California,6067,52,3
3/20/2020,San Benito,California,6069,5,1
3/20/2020,San Bernardino,California,6071,9,0
3/20/2020,San Diego,California,6073,131,0
3/20/2020,San Francisco,California,6075,79,0
3/20/2020,San Joaquin,California,6077,25,2
3/20/2020,San Luis Obispo,California,6079,16,0
3/20/2020,San Mateo,California,6081,100,1
3/20/2020,Santa Barbara,California,6083,9,0
3/20/2020,Santa Clara,California,6085,196,8
3/20/2020,Santa Cruz,California,6087,15,0
3/20/2020,Shasta,California,6089,1,0
3/20/2020,Solano,California,6095,18,0
3/20/2020,Sonoma,California,6097,11,1
3/20/2020,Stanislaus,California,6099,5,0
